user id,query number,query,"task (+ = re-attempt, repair = trying to recover from error made by previous query, * = trying to get the browser to focus on a component, which isn't supported)",success? + = yes,Chickenfoot command
92,55,"this is a ""     """,repair,,"/*this*/ select(xpath(/* no keywords (html listitem)*/ ""BODY[1]/DIV[1]/DIV[2]/DIV[1]/DIV[3]/DIV[1]/DIV[2]/FORM[1]/TABLE[1]/TBODY[1]/TR[6]/TD[3]/SELECT[1]/OPTION[1]""), undefined)"
92,56,up,1.6 *,,"turn(xpath(/* no keywords (html listitem)*/ ""BODY[1]/DIV[1]/DIV[2]/DIV[1]/DIV[3]/DIV[1]/DIV[2]/FORM[1]/TABLE[1]/TBODY[1]/TR[6]/TD[3]/SELECT[1]/OPTION[1]""), true)"
92,57,previous,1.6 *,,back()
92,58,next,repair,,forward()
92,59,next,repair,,forward()
92,60,previous,repair,,back()
92,61,Advanced Search,repair,,"click(xpath(/* advanced search(html link)*/ ""BODY[1]/FORM[1]/DIV[2]/DIV[3]/DIV[1]/DIV[1]/DIV[1]/DIV[3]/A[1]""))"
92,62,Find results without the words,1.6 *,,"enter(/*string*/ ""Find results"", xpath(/* without the word(html textbox)*/ ""BODY[1]/DIV[1]/DIV[2]/DIV[1]/DIV[3]/DIV[1]/DIV[2]/FORM[1]/TABLE[1]/TBODY[1]/TR[4]/TD[3]/INPUT[1]""))"
92,63,nothing without the words,1.6,+,"enter(/*string*/ ""nothing"", xpath(/* without the word(html textbox)*/ ""BODY[1]/DIV[1]/DIV[2]/DIV[1]/DIV[3]/DIV[1]/DIV[2]/FORM[1]/TABLE[1]/TBODY[1]/TR[4]/TD[3]/INPUT[1]""))"
92,64,Calendar limit,1.8,+,"select(xpath(/* cardinal limit(html listitem)*/ ""BODY[1]/DIV[1]/DIV[2]/DIV[1]/DIV[3]/DIV[1]/DIV[2]/FORM[1]/TABLE[1]/TBODY[1]/TR[6]/TD[3]/SELECT[1]/OPTION[4]""), undefined)"
92,65,Calendar limit,repeat,,"select(xpath(/* cardinal limit(html listitem)*/ ""BODY[1]/DIV[1]/DIV[2]/DIV[1]/DIV[3]/DIV[1]/DIV[2]/FORM[1]/TABLE[1]/TBODY[1]/TR[6]/TD[3]/SELECT[1]/OPTION[4]""), undefined)"
92,66,~Any Section limit,1.7,,"select(xpath(/* no keywords (html listitem)*/ ""BODY[1]/DIV[1]/DIV[2]/DIV[1]/DIV[3]/DIV[1]/DIV[2]/FORM[1]/TABLE[1]/TBODY[1]/TR[6]/TD[3]/SELECT[1]/OPTION[1]""), xpath(/* any section limit(html listbox)*/ ""BODY[1]/DIV[1]/DIV[2]/DIV[1]/DIV[3]/DIV[1]/DIV[2]/FORM[1]/TABLE[1]/TBODY[1]/TR[6]/TD[3]/SELECT[1]""))"
92,67,Any Section Limit,1.7,,"select(xpath(/* no keywords (html listitem)*/ ""BODY[1]/DIV[1]/DIV[2]/DIV[1]/DIV[3]/DIV[1]/DIV[2]/FORM[1]/TABLE[1]/TBODY[1]/TR[6]/TD[3]/SELECT[1]/OPTION[1]""), xpath(/* any section limit(html listbox)*/ ""BODY[1]/DIV[1]/DIV[2]/DIV[1]/DIV[3]/DIV[1]/DIV[2]/FORM[1]/TABLE[1]/TBODY[1]/TR[6]/TD[3]/SELECT[1]""))"
92,68,(Any Section) Limit,1.7,,"select(xpath(/* no keywords (html listitem)*/ ""BODY[1]/DIV[1]/DIV[2]/DIV[1]/DIV[3]/DIV[1]/DIV[2]/FORM[1]/TABLE[1]/TBODY[1]/TR[6]/TD[3]/SELECT[1]/OPTION[1]""), xpath(/* any section limit(html listbox)*/ ""BODY[1]/DIV[1]/DIV[2]/DIV[1]/DIV[3]/DIV[1]/DIV[2]/FORM[1]/TABLE[1]/TBODY[1]/TR[6]/TD[3]/SELECT[1]""))"
92,69,by Date Sort by,1.9,+,"select(xpath(/* by date(html listitem)*/ ""BODY[1]/DIV[1]/DIV[2]/DIV[1]/DIV[3]/DIV[1]/DIV[2]/FORM[1]/TABLE[1]/TBODY[1]/TR[10]/TD[3]/SELECT[1]/OPTION[2]""), xpath(/* str by(html listbox)*/ ""BODY[1]/DIV[1]/DIV[2]/DIV[1]/DIV[3]/DIV[1]/DIV[2]/FORM[1]/TABLE[1]/TBODY[1]/TR[10]/TD[3]/SELECT[1]""))"
92,70,Search,1.91,+,"click(xpath(/* search(html button)*/ ""BODY[1]/DIV[1]/DIV[2]/DIV[1]/DIV[3]/DIV[1]/DIV[2]/FORM[1]/TABLE[1]/TBODY[1]/TR[12]/TD[3]/INPUT[1]""))"
92,71,http://www.google.com/,2.1,+,"go(/*url*/ ""http://www.google.com/"")"
92,72,Images,2.2,+,"click(xpath(/* imag(html link)*/ ""BODY[1]/CENTER[1]/FORM[1]/TABLE[1]/TBODY[1]/TR[1]/TD[1]/FONT[1]/A[1]""))"
92,73,Advanced Image Search,2.3,+,"click(xpath(/* advanced imag search(html link)*/ ""BODY[1]/CENTER[1]/FORM[1]/TABLE[2]/TBODY[1]/TR[1]/TD[3]/FONT[1]/A[1]""))"
92,74,lisa simpson,2.4,+,"enter(/*string*/ ""lisa simpson"", xpath(/* no keywords (html textbox)*/ ""BODY[1]/FORM[1]/P[1]/TABLE[1]/TBODY[1]/TR[1]/TD[1]/TABLE[1]/TBODY[1]/TR[1]/TD[1]/TABLE[1]/TBODY[1]/TR[1]/TD[2]/TABLE[1]/TBODY[1]/TR[1]/TD[2]/INPUT[1]""))"
92,75,large size,2.5,+,"select(xpath(/* large(html listitem)*/ ""BODY[1]/FORM[1]/P[1]/TABLE[1]/TBODY[1]/TR[1]/TD[1]/TABLE[1]/TBODY[1]/TR[2]/TD[1]/TABLE[1]/TBODY[1]/TR[1]/TD[3]/FONT[1]/SELECT[1]/OPTION[4]""), xpath(/* size(html listbox)*/ ""BODY[1]/FORM[1]/P[1]/TABLE[1]/TBODY[1]/TR[1]/TD[1]/TABLE[1]/TBODY[1]/TR[2]/TD[1]/TABLE[1]/TBODY[1]/TR[1]/TD[3]/FONT[1]/SELECT[1]""))"
92,76,GIF filetypes,2.6,+,"select(xpath(/* gif(html listitem)*/ ""BODY[1]/FORM[1]/P[1]/TABLE[1]/TBODY[1]/TR[1]/TD[1]/TABLE[1]/TBODY[1]/TR[2]/TD[1]/TABLE[1]/TBODY[1]/TR[2]/TD[3]/FONT[1]/SELECT[1]/OPTION[3]""), xpath(/* filetype(html listbox)*/ ""BODY[1]/FORM[1]/P[1]/TABLE[1]/TBODY[1]/TR[1]/TD[1]/TABLE[1]/TBODY[1]/TR[2]/TD[1]/TABLE[1]/TBODY[1]/TR[2]/TD[3]/FONT[1]/SELECT[1]""))"
92,77,gray coloration,2.7,,"enter(/*string*/ ""gray coloration"", xpath(/* no keywords (html textbox)*/ ""BODY[1]/FORM[1]/P[1]/TABLE[1]/TBODY[1]/TR[1]/TD[1]/TABLE[1]/TBODY[1]/TR[1]/TD[1]/TABLE[1]/TBODY[1]/TR[1]/TD[2]/TABLE[1]/TBODY[1]/TR[1]/TD[2]/INPUT[1]""))"
92,78,lisa simpson,repair,,"enter(/*string*/ ""lisa simpson"", xpath(/* no keywords (html textbox)*/ ""BODY[1]/FORM[1]/P[1]/TABLE[1]/TBODY[1]/TR[1]/TD[1]/TABLE[1]/TBODY[1]/TR[1]/TD[1]/TABLE[1]/TBODY[1]/TR[1]/TD[2]/TABLE[1]/TBODY[1]/TR[1]/TD[2]/INPUT[1]""))"
92,79,grayscale Coloration,2.7,+,"select(xpath(/* grayscale coloration(html listitem)*/ ""BODY[1]/FORM[1]/P[1]/TABLE[1]/TBODY[1]/TR[1]/TD[1]/TABLE[1]/TBODY[1]/TR[2]/TD[1]/TABLE[1]/TBODY[1]/TR[3]/TD[3]/FONT[1]/SELECT[1]/OPTION[3]""), undefined)"
92,80,No filtering SafeSearch,2.8,+,"select(xpath(/* no filter safe search(html radiobutton)*/ ""BODY[1]/FORM[1]/P[1]/TABLE[1]/TBODY[1]/TR[1]/TD[1]/TABLE[1]/TBODY[1]/TR[2]/TD[1]/TABLE[1]/TBODY[1]/TR[5]/TD[2]/FONT[1]/INPUT[1]""), undefined)"
92,81,http://www.slashdot.org/,3.1,+,"go(/*url*/ ""http://www.slashdot.org/"")"
92,82,Login,3.2,+,"click(xpath(/* log in(html button)*/ ""BODY[1]/DIV[3]/DIV[4]/DIV[1]/DIV[1]/DIV[3]/DIV[2]/FORM[1]/FIELDSET[1]/INPUT[5]""))"
92,83,bloopy,3.3,+,"enter(/*string*/ ""bloopy"", xpath(/* no keywords (html textbox)*/ ""BODY[1]/DIV[3]/DIV[4]/DIV[1]/DIV[1]/DIV[2]/FORM[1]/FIELDSET[1]/INPUT[2]""))"
92,84,bloppy,3.4,,"enter(/*string*/ ""bloppy"", xpath(/* no keywords (html textbox)*/ ""BODY[1]/DIV[3]/DIV[4]/DIV[1]/DIV[1]/DIV[2]/FORM[1]/FIELDSET[1]/INPUT[2]""))"
92,85,bloopy,repair,,"enter(/*string*/ ""bloopy"", xpath(/* no keywords (html textbox)*/ ""BODY[1]/DIV[3]/DIV[4]/DIV[1]/DIV[1]/DIV[2]/FORM[1]/FIELDSET[1]/INPUT[2]""))"
92,86,bloppy Password,3.4,,"click(xpath(/* bloopy password(html link)*/ ""BODY[1]/DIV[3]/DIV[4]/DIV[1]/DIV[1]/DIV[2]/P[1]/A[1]""))"
92,87,previous,repair,,back()
92,88,yes Public Terminal,3.5,+,"turn(xpath(/* public terminal(html checkbox)*/ ""BODY[1]/DIV[3]/DIV[4]/DIV[1]/DIV[1]/DIV[2]/FORM[1]/FIELDSET[1]/LABEL[3]/INPUT[1]""), true)"
92,89,bloppy Password,3.4,,"click(xpath(/* bloppy password(html link)*/ ""BODY[1]/DIV[3]/DIV[4]/DIV[1]/DIV[1]/DIV[2]/P[1]/A[1]""))"
92,90,previous,repair,,back()
92,91,Password bloppy,3.4,,"click(xpath(/* password bloppy(html link)*/ ""BODY[1]/DIV[3]/DIV[4]/DIV[1]/DIV[1]/DIV[2]/P[1]/A[1]""))"
92,92,previous,repair,,back()
92,93,,frustration,,/* no match */
92,94,www.ebay.com,4.1,+,"go(/*url*/ ""www.ebay.com"")"
92,95,register,4.2,+,"click(xpath(/* register(html link)*/ ""BODY[1]/TABLE[2]/TBODY[1]/TR[1]/TD[1]/SPAN[1]/FORM[1]/TABLE[1]/TBODY[1]/TR[1]/TD[3]/TABLE[1]/TBODY[1]/TR[1]/TD[2]/SPAN[1]/SPAN[1]/A[1]""))"
92,96,777 Home Drive Street Address,4.3,+,"enter(/*string*/ ""777 Home Drive"", xpath(/* street addres(html textbox)*/ ""BODY[1]/FORM[1]/DIV[6]/DIV[6]/DIV[2]/DIV[1]/INPUT[1]""))"
92,97,PO Box 777,4.4,,"enter(/*string*/ ""PO Box 777"", xpath(/* no keywords (html textbox)*/ ""BODY[1]/FORM[1]/DIV[6]/DIV[6]/DIV[1]/SPAN[1]/DIV[1]/INPUT[1]""))"
92,98,                                First name,repair,,"select(xpath(/* first name(html listitem)*/ ""BODY[1]/FORM[1]/DIV[6]/DIV[10]/SPAN[1]/DIV[2]/SELECT[1]/OPTION[4]""), undefined)"
92,99,                                First name,repeat,,"select(xpath(/* first name(html listitem)*/ ""BODY[1]/FORM[1]/DIV[6]/DIV[10]/SPAN[1]/DIV[2]/SELECT[1]/OPTION[4]""), undefined)"
92,100,                                First name,repeat,,"select(xpath(/* first name(html listitem)*/ ""BODY[1]/FORM[1]/DIV[6]/DIV[10]/SPAN[1]/DIV[2]/SELECT[1]/OPTION[4]""), undefined)"
92,101,                                First name,repeat,,"select(xpath(/* first name(html listitem)*/ ""BODY[1]/FORM[1]/DIV[6]/DIV[10]/SPAN[1]/DIV[2]/SELECT[1]/OPTION[4]""), undefined)"
92,102,previous,repair,,back()
92,103,register,repair,,"click(xpath(/* register(html link)*/ ""BODY[1]/TABLE[2]/TBODY[1]/TR[1]/TD[1]/SPAN[1]/FORM[1]/TABLE[1]/TBODY[1]/TR[1]/TD[3]/TABLE[1]/TBODY[1]/TR[1]/TD[2]/SPAN[1]/SPAN[1]/A[1]""))"
92,104,"777 Home Drive, PO Box 777 Street address",4.4,,"enter(/*string*/ ""777 Home Drive, PO Box 777"", xpath(/* street addres(html textbox)*/ ""BODY[1]/FORM[1]/DIV[6]/DIV[6]/DIV[2]/DIV[1]/INPUT[1]""))"
92,105,777 Home Drive \,4.4 *,,"enter(/*string*/ ""777 Home Drive \\"", xpath(/* no keywords (html textbox)*/ ""BODY[1]/FORM[1]/DIV[6]/DIV[6]/DIV[1]/SPAN[1]/DIV[1]/INPUT[1]""))"
92,106,previous,repair,,back()
92,107,register,repair,,"click(xpath(/* register(html link)*/ ""BODY[1]/TABLE[2]/TBODY[1]/TR[1]/TD[1]/SPAN[1]/FORM[1]/TABLE[1]/TBODY[1]/TR[1]/TD[3]/TABLE[1]/TBODY[1]/TR[1]/TD[2]/SPAN[1]/SPAN[1]/A[1]""))"
92,108,777 Home Drive Street address,repair,,"enter(/*string*/ ""777 Home Drive"", xpath(/* street addres(html textbox)*/ ""BODY[1]/FORM[1]/DIV[6]/DIV[6]/DIV[2]/DIV[1]/INPUT[1]""))"
92,109,777 Home Drive Street address,repeat,,"enter(/*string*/ ""777 Home Drive"", xpath(/* street addres(html textbox)*/ ""BODY[1]/FORM[1]/DIV[6]/DIV[6]/DIV[2]/DIV[1]/INPUT[1]""))"
92,110,next,4.4 *,,forward()
92,111,PO Box 777 Street address,4.4,,"enter(/*string*/ ""PO Box 777"", xpath(/* street addres(html textbox)*/ ""BODY[1]/FORM[1]/DIV[6]/DIV[6]/DIV[2]/DIV[1]/INPUT[1]""))"
92,112,777 Home Drive $,4.4 *,,"enter(/*string*/ ""777 Home Drive $"", xpath(/* no keywords (html textbox)*/ ""BODY[1]/FORM[1]/DIV[6]/DIV[6]/DIV[1]/SPAN[1]/DIV[1]/INPUT[1]""))"
92,113,previous,repair,,back()
92,114,previous,repeat,,back()
92,115,next,repair,,forward()
92,116,forward,repair,,forward()
92,117,forward,repeat,,forward()
92,118,http://www.ebay.com/,repair,,"go(/*url*/ ""http://www.ebay.com/"")"
92,119,register,repair,,"click(xpath(/* register(html link)*/ ""BODY[1]/TABLE[2]/TBODY[1]/TR[1]/TD[1]/SPAN[1]/FORM[1]/TABLE[1]/TBODY[1]/TR[1]/TD[3]/TABLE[1]/TBODY[1]/TR[1]/TD[2]/SPAN[1]/SPAN[1]/A[1]""))"
92,120,777 Home Drive Street address,repair,,"enter(/*string*/ ""777 Home Drive"", xpath(/* street addres(html textbox)*/ ""BODY[1]/FORM[1]/DIV[6]/DIV[6]/DIV[2]/DIV[1]/INPUT[1]""))"
92,121,,frustration,,/* no match */
92,122,NEXT,4.4 *,,forward()
92,123,PO Box 777,4.4,,"enter(/*string*/ ""PO Box 777"", xpath(/* no keywords (html textbox)*/ ""BODY[1]/FORM[1]/DIV[6]/DIV[6]/DIV[1]/SPAN[1]/DIV[1]/INPUT[1]""))"
92,124, PO Box 777 Street address,4.4,,"enter(/*string*/ ""PO Box 777"", xpath(/* street addres(html textbox)*/ ""BODY[1]/FORM[1]/DIV[6]/DIV[6]/DIV[2]/DIV[1]/INPUT[1]""))"
92,125,777 Home Drive Street address,repair,,"enter(/*string*/ ""777 Home Drive"", xpath(/* street addres(html textbox)*/ ""BODY[1]/FORM[1]/DIV[6]/DIV[6]/DIV[2]/DIV[1]/INPUT[1]""))"
92,126,NEXT,4.4 *,,forward()
92,127,PO Box 777 Street address,4.4,,"enter(/*string*/ ""PO Box 777"", xpath(/* street addres(html textbox)*/ ""BODY[1]/FORM[1]/DIV[6]/DIV[6]/DIV[2]/DIV[1]/INPUT[1]""))"
92,128,777 Home Drive Street address,repair,,"enter(/*string*/ ""777 Home Drive"", xpath(/* street addres(html textbox)*/ ""BODY[1]/FORM[1]/DIV[6]/DIV[6]/DIV[2]/DIV[1]/INPUT[1]""))"
92,129,777 Home Drive / PO Box 777 Street address,4.4,,"enter(/*string*/ ""777 Home Drive / PO Box 777"", xpath(/* street addres(html textbox)*/ ""BODY[1]/FORM[1]/DIV[6]/DIV[6]/DIV[2]/DIV[1]/INPUT[1]""))"
92,130,777 Home Drive                                                                   PO Box 777 Street address,repair,,"enter(/*string*/ ""777 Home Drive                                                                   PO Box 777"", xpath(/* street addres(html textbox)*/ ""BODY[1]/FORM[1]/DIV[6]/DIV[6]/DIV[2]/DIV[1]/INPUT[1]""))"
92,131,Arizona State/Province,4.5,+,"select(xpath(/* arizona(html listitem)*/ ""BODY[1]/FORM[1]/DIV[6]/DIV[6]/DIV[5]/SPAN[1]/DIV[1]/SELECT[1]/OPTION[4]""), xpath(/* state province(html listbox)*/ ""BODY[1]/FORM[1]/DIV[6]/DIV[6]/DIV[5]/SPAN[1]/DIV[1]/SELECT[1]""))"
92,132,www.yahoo.com,5.1,+,"go(/*url*/ ""www.yahoo.com"")"
92,133,www.yahoo.com,repeat,,"go(/*url*/ ""www.yahoo.com"")"
92,134,Sign Up,5.2,+,"click(xpath(/* sign up(html link)*/ ""BODY[1]/DIV[1]/DIV[4]/DIV[1]/DIV[1]/H2[1]/SPAN[2]/A[1]""))"
92,135,Sign Up for Yahoo! Mail,5.3,+,"click(xpath(/* sign up for yahoo mail(html button)*/ ""BODY[1]/CENTER[1]/TABLE[2]/TBODY[1]/TR[6]/TD[1]/TABLE[1]/TBODY[1]/TR[3]/TD[1]/FORM[1]/INPUT[1]""))"
92,136,www.yahoo.com,repair,,"go(/*url*/ ""www.yahoo.com"")"
92,137,Sign Up,repair,,"click(xpath(/* sign up(html link)*/ ""BODY[1]/DIV[1]/DIV[4]/DIV[1]/DIV[1]/H2[1]/SPAN[2]/A[1]""))"
92,138,Sign Up for Yahoo! Mail,repair,,"click(xpath(/* sign up for yahoo mail(html button)*/ ""BODY[1]/CENTER[1]/TABLE[2]/TBODY[1]/TR[6]/TD[1]/TABLE[1]/TBODY[1]/TR[3]/TD[1]/FORM[1]/INPUT[1]""))"
92,139,bloop Your answer,5.4,+,"enter(/*string*/ ""bloop"", xpath(/* you answer(html textbox)*/ ""BODY[1]/DIV[3]/TABLE[2]/TBODY[1]/TR[1]/TD[1]/TABLE[1]/TBODY[1]/TR[4]/TD[2]/TABLE[1]/TBODY[1]/TR[5]/TD[3]/INPUT[1]""))"
92,140,April birthday,5.5,+,"select(xpath(/* april(html listitem)*/ ""BODY[1]/DIV[3]/TABLE[2]/TBODY[1]/TR[1]/TD[1]/TABLE[1]/TBODY[1]/TR[4]/TD[2]/TABLE[1]/TBODY[1]/TR[8]/TD[3]/SELECT[1]/OPTION[5]""), xpath(/* birthday(html listbox)*/ ""BODY[1]/DIV[3]/TABLE[2]/TBODY[1]/TR[1]/TD[1]/TABLE[1]/TBODY[1]/TR[4]/TD[2]/TABLE[1]/TBODY[1]/TR[8]/TD[3]/SELECT[1]""))"
92,141,April 28 2001 birthday,"5.5, 5.6, 5.7",,"select(xpath(/* april(html listitem)*/ ""BODY[1]/DIV[3]/TABLE[2]/TBODY[1]/TR[1]/TD[1]/TABLE[1]/TBODY[1]/TR[4]/TD[2]/TABLE[1]/TBODY[1]/TR[8]/TD[3]/SELECT[1]/OPTION[5]""), xpath(/* 28 2001 birthday(html listbox)*/ ""BODY[1]/DIV[3]/TABLE[2]/TBODY[1]/TR[1]/TD[1]/TABLE[1]/TBODY[1]/TR[4]/TD[2]/TABLE[1]/TBODY[1]/TR[8]/TD[3]/SELECT[1]""))"
92,142,Sign Up,repair,,"click(xpath(/* sign up(html link)*/ ""BODY[1]/DIV[1]/DIV[4]/DIV[1]/DIV[1]/H2[1]/SPAN[2]/A[1]""))"
92,143,bloop Your answer,repair,,"enter(/*string*/ ""bloop"", xpath(/* you answer(html textbox)*/ ""BODY[1]/DIV[3]/TABLE[2]/TBODY[1]/TR[1]/TD[1]/TABLE[1]/TBODY[1]/TR[4]/TD[2]/TABLE[1]/TBODY[1]/TR[5]/TD[3]/INPUT[1]""))"
92,144,April Select a Month,repair,,"select(xpath(/* april(html listitem)*/ ""BODY[1]/DIV[3]/TABLE[2]/TBODY[1]/TR[1]/TD[1]/TABLE[1]/TBODY[1]/TR[4]/TD[2]/TABLE[1]/TBODY[1]/TR[8]/TD[3]/SELECT[1]/OPTION[5]""), /*a*/ xpath(/* month(html listbox)*/ ""BODY[1]/DIV[3]/TABLE[2]/TBODY[1]/TR[1]/TD[1]/TABLE[1]/TBODY[1]/TR[4]/TD[2]/TABLE[1]/TBODY[1]/TR[8]/TD[3]/SELECT[1]""))"
92,145,28 dd,5.6,+,"enter(/*string*/ ""28"", xpath(/* did(html textbox)*/ ""BODY[1]/DIV[3]/TABLE[2]/TBODY[1]/TR[1]/TD[1]/TABLE[1]/TBODY[1]/TR[4]/TD[2]/TABLE[1]/TBODY[1]/TR[8]/TD[3]/INPUT[1]""))"
92,146,2001 yyyy,5.7,+,"enter(/*string*/ ""2001"", xpath(/* yyyy(html textbox)*/ ""BODY[1]/DIV[3]/TABLE[2]/TBODY[1]/TR[1]/TD[1]/TABLE[1]/TBODY[1]/TR[4]/TD[2]/TABLE[1]/TBODY[1]/TR[8]/TD[3]/INPUT[2]""))"
93,0,go to google.com,1.1,+,"go(/*to*/ /*url*/ ""google.com"")"
93,1,mit,1.2,+,"enter(/*string*/ ""mit"", xpath(/* no keywords (html textbox)*/ ""BODY[1]/CENTER[1]/FORM[1]/TABLE[2]/TBODY[1]/TR[1]/TD[2]/INPUT[2]""))"
93,2,mit,1.3,,"enter(/*string*/ ""mit"", xpath(/* no keywords (html textbox)*/ ""BODY[1]/CENTER[1]/FORM[1]/TABLE[2]/TBODY[1]/TR[1]/TD[2]/INPUT[2]""))"
93,3,"search for mit ""I'm Feeling Lucky""",1.3,,"enter(/*string*/ ""search"", /*for*/ xpath(/* mit i m feel lucky(html textbox)*/ ""BODY[1]/CENTER[1]/FORM[1]/TABLE[2]/TBODY[1]/TR[1]/TD[2]/INPUT[2]""))"
93,4,mit,repair,,"enter(/*string*/ ""mit"", xpath(/* no keywords (html textbox)*/ ""BODY[1]/CENTER[1]/FORM[1]/TABLE[2]/TBODY[1]/TR[1]/TD[2]/INPUT[2]""))"
93,5,mit,1.3,,"enter(/*string*/ ""mit"", xpath(/* no keywords (html textbox)*/ ""BODY[1]/CENTER[1]/FORM[1]/TABLE[2]/TBODY[1]/TR[1]/TD[2]/INPUT[2]""))"
93,6,I'm Feeling Lucky search,1.3,+,"click(xpath(/* i m feel lucky search(html button)*/ ""BODY[1]/CENTER[1]/FORM[1]/TABLE[2]/TBODY[1]/TR[1]/TD[2]/INPUT[4]""))"
93,7,go to education OpenCourseWare,1.4,+,"click(/*to*/ xpath(/* education open cours ware(html link)*/ ""BODY[1]/DIV[1]/DIV[3]/FORM[1]/TABLE[1]/TBODY[1]/TR[4]/TD[2]/A[2]""))"
93,8,go to Advanced Search,1.5,+,"click(/*to*/ xpath(/* advanced search(html link)*/ ""BODY[1]/FORM[1]/DIV[2]/DIV[3]/DIV[1]/DIV[1]/DIV[1]/DIV[3]/A[1]""))"
93,9,go to without the words,1.6 *,,"enter(/*string*/ ""go"", /*to*/ xpath(/* without the word(html textbox)*/ ""BODY[1]/DIV[1]/DIV[2]/DIV[1]/DIV[3]/DIV[1]/DIV[2]/FORM[1]/TABLE[1]/TBODY[1]/TR[4]/TD[3]/INPUT[1]""))"
93,10,go to Calendar,1.8,,"go(/*to*/ /*url*/ ""Calendar"")"
93,11,back,repair,,back()
93,12,select calendar,1.8,+,"select(xpath(/* cardinal(html listitem)*/ ""BODY[1]/DIV[1]/DIV[2]/DIV[1]/DIV[3]/DIV[1]/DIV[2]/FORM[1]/TABLE[1]/TBODY[1]/TR[6]/TD[3]/SELECT[1]/OPTION[4]""), undefined)"
93,13,remove Any Section,1.7,,"select(xpath(/* no keywords (html listitem)*/ ""BODY[1]/DIV[1]/DIV[2]/DIV[1]/DIV[3]/DIV[1]/DIV[2]/FORM[1]/TABLE[1]/TBODY[1]/TR[6]/TD[3]/SELECT[1]/OPTION[1]""), xpath(/* remove any section(html listbox)*/ ""BODY[1]/DIV[1]/DIV[2]/DIV[1]/DIV[3]/DIV[1]/DIV[2]/FORM[1]/TABLE[1]/TBODY[1]/TR[6]/TD[3]/SELECT[1]""))"
93,14,sort results by date,1.9,+,"select(xpath(/* by date(html listitem)*/ ""BODY[1]/DIV[1]/DIV[2]/DIV[1]/DIV[3]/DIV[1]/DIV[2]/FORM[1]/TABLE[1]/TBODY[1]/TR[10]/TD[3]/SELECT[1]/OPTION[2]""), xpath(/* str result(html listbox)*/ ""BODY[1]/DIV[1]/DIV[2]/DIV[1]/DIV[3]/DIV[1]/DIV[2]/FORM[1]/TABLE[1]/TBODY[1]/TR[10]/TD[3]/SELECT[1]""))"
93,15,show 10 results on each page,extraneous,,"select(xpath(/* show 10 result(html listitem)*/ ""BODY[1]/DIV[1]/DIV[2]/DIV[1]/DIV[3]/DIV[1]/DIV[2]/FORM[1]/TABLE[1]/TBODY[1]/TR[8]/TD[3]/SELECT[1]/OPTION[1]""), xpath(/* each page(html listbox)*/ ""BODY[1]/DIV[1]/DIV[2]/DIV[1]/DIV[3]/DIV[1]/DIV[2]/FORM[1]/TABLE[1]/TBODY[1]/TR[8]/TD[3]/SELECT[1]""))"
93,16,search,1.91,+,"click(xpath(/* search(html button)*/ ""BODY[1]/DIV[1]/DIV[2]/DIV[1]/DIV[3]/DIV[1]/DIV[2]/FORM[1]/TABLE[1]/TBODY[1]/TR[12]/TD[3]/INPUT[1]""))"
93,17,clear,2.1,,"clear(xpath(/* no keywords (html textbox)*/ ""BODY[1]/DIV[1]/DIV[2]/DIV[1]/DIV[1]/DIV[1]/FORM[1]/DIV[2]/LABEL[1]/INPUT[1]""))"
93,18,open new browser window,2.1,,"click(xpath(/* open new browser window(html link)*/ ""BODY[1]/DIV[1]/DIV[1]/DIV[1]/DIV[1]/A[1]""))"
93,19,open the URL http://www.google.com/,2.1,+,"go(/*url*/ ""http://www.google.com/"")"
93,20,select Images,2.2,+,"click(xpath(/* imag(html link)*/ ""BODY[1]/CENTER[1]/FORM[1]/TABLE[1]/TBODY[1]/TR[1]/TD[1]/FONT[1]/A[1]""))"
93,21,Select Advanced Image Search,2.3,+,"click(xpath(/* advanced imag search(html link)*/ ""BODY[1]/CENTER[1]/FORM[1]/TABLE[2]/TBODY[1]/TR[1]/TD[3]/FONT[1]/A[1]""))"
93,22,Find results related to all of the words lisa simpson,2.4,+,"enter(/*of the*/ quote(/*string*/ ""lisa simpson""), xpath(/* find result reload to all(html textbox)*/ ""BODY[1]/FORM[1]/P[1]/TABLE[1]/TBODY[1]/TR[1]/TD[1]/TABLE[1]/TBODY[1]/TR[1]/TD[1]/TABLE[1]/TBODY[1]/TR[1]/TD[2]/TABLE[1]/TBODY[1]/TR[1]/TD[2]/INPUT[1]""))"
93,23,Return images that are large,2.5,+,"select(xpath(/* large(html listitem)*/ ""BODY[1]/FORM[1]/P[1]/TABLE[1]/TBODY[1]/TR[1]/TD[1]/TABLE[1]/TBODY[1]/TR[2]/TD[1]/TABLE[1]/TBODY[1]/TR[1]/TD[3]/FONT[1]/SELECT[1]/OPTION[4]""), xpath(/* return image that area(html listbox)*/ ""BODY[1]/FORM[1]/P[1]/TABLE[1]/TBODY[1]/TR[1]/TD[1]/TABLE[1]/TBODY[1]/TR[2]/TD[1]/TABLE[1]/TBODY[1]/TR[1]/TD[3]/FONT[1]/SELECT[1]""))"
